File_Name,Seed,InitOF,FinalOF,DiffOF,Time,Iterations_Diff
c101_21_25.txt,123,30971.413315033948,26379.633167793523,4591.780147240424,1.18153715133667,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4591.780147240424, 0.0, 0.0]"
c101_21_25.txt,123,31272.661210759416,25309.470490475607,5963.190720283808,0.9094588756561279,"[0.0, 0.0, 5963.190720283808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
c101_21_25.txt,123,30998.849265435943,18719.547934158367,12279.301331277577,0.9780502319335938,"[9946.07777483431, 843.1688006156437, 1228.266366572123, 0.0, 0.0, 0.0, 0.0, 0.0, 261.7883892555001, 0.0]"
c101_21_25.txt,123,31108.283073530118,27124.41253413337,3983.8705393967466,0.8906762599945068,"[0.0, 3983.8705393967466, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
c101_21_25.txt,123,31349.4884566266,23190.168262416653,8159.320194209948,0.9012095928192139,"[4782.45813766323, 0.0, 0.0, 3376.862056546717, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
c101_21_25.txt,123,32651.74197567792,26855.41857794116,5796.32339773676,0.9452807903289795,"[0.0, 5796.32339773676, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
c101_21_25.txt,123,30927.124589515915,28589.151130543243,2337.9734589726722,0.989518404006958,"[0.0, 0.0, 0.0, 0.0, 0.0, 2337.9734589726722, 0.0, 0.0, 0.0, 0.0]"
c101_21_25.txt,123,31360.317935458417,24402.38398244424,6957.933953014177,0.9342927932739258,"[6957.933953014177, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
c101_21_25.txt,123,31394.631689347767,24376.539110297424,7018.0925790503425,0.8963220119476318,"[0.0, 0.0, 0.0, 0.0, 0.0, 7018.0925790503425, 0.0, 0.0, 0.0, 0.0]"
c101_21_25.txt,123,31079.655677068822,16828.57042708549,14251.08524998333,1.351726770401001,"[4701.615253606946, 0.0, 3228.2494012149473, 3884.5044807059967, 0.0, 2.6736611531159724, 1219.2969799964303, 1214.7454733058948, 0.0, 0.0]"
c101_21_25.txt,123,31178.685258599413,26543.219260621525,4635.465997977888,0.888906717300415,"[0.0, 4635.465997977888, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
c101_21_25.txt,123,32194.74320774316,26780.06816465397,5414.675043089188,0.8642642498016357,"[5414.675043089188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
c101_21_25.txt,123,32089.01667867088,27821.81108161137,4267.20559705951,0.8879854679107666,"[0.0, 4267.20559705951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
c101_21_25.txt,123,32156.92843660239,25030.178658034885,7126.749778567504,0.9648292064666748,"[0.0, 0.0, 0.0, 0.0, 0.0, 7126.749778567504, 0.0, 0.0, 0.0, 0.0]"
c101_21_25.txt,123,29713.56160484109,27297.580132029536,2415.9814728115525,0.9458224773406982,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2415.9814728115525]"
c101_21_25.txt,123,30972.18739421847,24062.20740212654,6909.979992091929,0.9333035945892334,"[0.0, 0.0, 6909.979992091929, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
c101_21_25.txt,123,32458.026691350322,21673.15288866924,10784.873802681082,0.935657262802124,"[0.0, 0.0, 0.0, 5470.798010613929, 0.0, 0.0, 0.0, 5314.075792067153, 0.0, 0.0]"
c101_21_25.txt,123,31014.9410342555,20061.629061723852,10953.311972531646,0.989691972732544,"[4685.398805470366, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4199.814502142257, 2068.0986649190236]"
c101_21_25.txt,123,31061.213726127335,26378.24820412819,4682.965521999144,1.1287164688110352,"[0.0, 0.0, 4682.965521999144, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
c101_21_25.txt,123,31283.800283308956,29582.1989818417,1701.6013014672571,0.953235387802124,"[0.0, 0.0, 0.0, 0.0, 0.0, 1701.6013014672571, 0.0, 0.0, 0.0, 0.0]"
c101_21_50.txt,123,53017.41059866596,45828.25478920931,7189.15580945665,2.59975266456604,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7189.15580945665, 0.0, 0.0, 0.0]"
c101_21_50.txt,123,52111.08333269843,50714.509804280606,1396.5735284178227,3.0785343647003174,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1396.5735284178227, 0.0, 0.0]"
c101_21_50.txt,123,53408.386334967014,53408.386334967014,0.0,2.5089588165283203,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
c101_21_50.txt,123,54332.523829333484,54332.523829333484,0.0,2.4493842124938965,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
c101_21_50.txt,123,55531.92469251578,41446.52098528245,14085.40370723333,3.39369797706604,"[0.0, 7109.903848242713, 6975.499858990617, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
c101_21_50.txt,123,53073.49731406366,53073.49731406366,0.0,2.4682095050811768,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
c101_21_50.txt,123,53058.321476309226,53058.321476309226,0.0,2.4724466800689697,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
c101_21_50.txt,123,52286.85279952926,52286.85279952926,0.0,2.766724109649658,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
c101_21_50.txt,123,54419.33546359593,54419.33546359593,0.0,2.605018138885498,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
c101_21_50.txt,123,52596.89906363396,50192.03742734074,2404.8616362932153,3.838038206100464,"[0.0, 0.0, 0.0, 0.0, 0.0, 2404.8616362932153, 0.0, 0.0, 0.0, 0.0]"
c102_21_100.txt,123,86635.04293763623,73641.86413658941,12993.178801046815,9.574569702148438,"[3980.297090126376, 93.19908304196724, 3743.8324609627452, 558.4296476589516, 0.0, 0.0, 0.0, 3865.622029327802, 751.7984899289731, 0.0]"
c102_21_100.txt,123,84610.30896803176,78816.4820535072,5793.826914524558,8.825226068496704,"[0.0, 0.0, 0.0, 0.0, 0.0, 2293.1925213487557, 3500.634393175802, 0.0, 0.0, 0.0]"
c102_21_100.txt,123,84580.3710642293,75444.08879998136,9136.282264247944,9.137608289718628,"[3890.0666567819135, 0.0, 3536.3786871162592, 0.0, 0.0, 0.0, 0.0, 0.0, 1709.8369203497714, 0.0]"
c102_21_100.txt,123,82172.31726977655,70869.88129585818,11302.435973918371,8.858779668807983,"[0.0, 5023.232170170551, 0.0, 0.0, 0.0, 0.0, 0.0, 2335.4045459742338, 3943.799257773586, 0.0]"
