File_Name,Seed,DiffOF_Original,Time_Original,DiffOF_Binary,Time_Binary,Diff_3Way,Time_3Way,DiffOF_4Way,Time_4Way
c102_21_50.txt,123,7832.798734,2.525261164,0,2.369414806,6717.437737,2.502905369,0,2.428130865
c102_21_50.txt,123,0,3.116523027,3236.005977,2.429544687,0,2.4332335,8732.607687,2.980841637
c102_21_50.txt,123,15253.43298,2.964901924,0,2.373452902,0,2.381429195,0,2.35599494
c102_21_50.txt,123,11281.65301,2.471673489,3963.544654,2.655109167,1406.651299,2.471581936,9032.291751,7.918163061
c102_21_50.txt,123,5572.438427,2.45151329,12940.69822,5.026022196,0,2.405381441,4866.383195,7.236845493
c103_21_100.txt,123,0,7.5997293,3347.168016,13.09094572,8099.970114,9.531200409,10062.70162,7.580643892
c103_21_100.txt,123,0,6.905753374,2783.034167,7.220012903,1496.226155,7.239733219,4901.70157,7.490678787
c103_21_100.txt,123,8216.356906,9.164189816,8449.415489,7.468167543,2101.496759,7.309270144,1525.599223,7.520365953
c103_21_100.txt,123,5210.453581,9.707378149,13474.54283,8.463004112,2963.556207,7.315022469,9528.557603,8.59342885
c103_21_100.txt,123,634.0210802,7.095700026,3278.600419,7.425226927,5934.794585,8.112524986,0,7.291906834
c103_21_100.txt,123,2176.565808,7.078385353,4615.021301,7.453093529,13953.71972,8.142412424,13896.85223,7.972897291
c103_21_100.txt,123,6805.997325,7.556288481,10225.90462,7.545273781,7131.500621,8.505331755,10915.37924,7.769849539
c103_21_100.txt,123,8488.912042,8.530007601,4832.343393,7.38853693,8846.603006,7.938528776,7219.615218,7.75128293
c103_21_100.txt,123,7395.088212,7.318450451,11720.51161,8.860016108,6906.179436,8.314932108,4685.591653,0.784076691
c103_21_100.txt,123,0,7.228855371,3420.838226,7.64332056,8509.632811,7.855356932,4700.456523,0.73720026
c103_21_25.txt,123,4697.221779,0.830713034,3493.324529,0.755228758,4894.825073,0.715363503,2253.30704,0.74167037
c103_21_25.txt,123,5027.948981,0.584629297,3471.331776,0.67376709,5069.96891,0.691110134,0,0.697645187
c103_21_25.txt,123,0,0.809710264,3459.694404,0.866008043,4688.13281,0.9777596,5940.84298,0.879796982
c103_21_25.txt,123,3471.518454,0.642629623,5910.167784,0.85329175,5033.796482,0.730679274,3471.526155,0.737728357
c103_21_25.txt,123,5910.914221,0.688623667,3471.154803,1.008292437,0,0.771356106,0,0.725163937
c103_21_25.txt,123,0,0.553150177,2253.029037,0.83928442,0,0.972211599,3468.130861,0.850243092
c103_21_25.txt,123,4726.606241,0.590382338,0,0.730622768,3475.148584,0.865271091,0,0.974280357
c103_21_25.txt,123,0,0.548978567,0,0.644767761,2252.769048,1.022899866,7154.125021,4.15544939
c103_21_25.txt,123,2256.384653,0.972599745,5907.38428,0.712726116,4709.723871,0.847682476,8554.995195,2.742176771
c103_21_50.txt,123,6410.257128,3.691762447,5917.478752,0.777653933,0,0.862129927,8243.583888,2.697669744
c103_21_50.txt,123,4004.13923,2.663147926,7125.019399,2.582162619,4084.229528,3.816763163,0,2.493768692
c103_21_50.txt,123,7096.059706,2.6762743,4850.633155,3.097903252,9228.146869,3.667288542,7728.940806,3.522283316
c103_21_50.txt,123,4979.964782,2.664715052,10292.99114,3.62031579,10737.25659,4.000246763,6871.167675,3.717846632
c103_21_50.txt,123,7049.079946,2.647054672,7013.423333,2.567569494,6430.360293,2.999502897,7367.112244,2.909161091
c103_21_50.txt,123,8268.210545,2.259170294,9679.58664,2.811415911,9944.847936,3.356948614,6243.004792,2.906695843
c103_21_50.txt,123,5408.242518,2.439269543,8418.088489,2.944518328,6028.742971,2.924687862,9496.875907,2.563084602
c103_21_50.txt,123,6545.659518,3.569648981,2757.124839,2.47030139,4810.401268,2.974431992,7629.63564,2.889626265
c103_21_50.txt,123,2475.625719,4.125239849,8592.125618,4.584135294,7046.395909,2.801472187,4965.307596,7.703976631
c103_21_50.txt,123,5579.614573,2.573544979,7529.954612,2.910579205,9761.002643,3.724920034,5037.905497,6.810387611
c104_21_100.txt,123,2624.998907,8.326650858,7044.906107,2.629058123,7100.340471,2.492854118,801.1798323,6.717109442
c104_21_100.txt,123,0,7.188882351,0,6.347767353,3589.598061,6.651913404,3412.099809,7.293437004
c104_21_100.txt,123,3882.866057,7.933287144,0,6.311499357,0,6.432836533,0,6.434635401
c104_21_100.txt,123,1617.271416,6.632616997,0,6.461990833,0,6.513962507,3997.021534,6.609529257
c104_21_100.txt,123,2969.541419,8.231830359,0,6.495981693,2211.107155,6.905436516,5673.832173,6.670600653
c104_21_100.txt,123,410.9365713,6.278601646,5543.012097,6.538564444,5145.000909,6.804436684,0,6.285088539
c104_21_100.txt,123,0,7.520556211,0,6.329240799,0,6.276530027,802.0139183,6.473556757
c104_21_100.txt,123,2958.799093,6.363423109,0,6.215847492,0,6.358473539,0,6.273311138
c104_21_100.txt,123,0,6.808861494,0,6.298320532,0,6.383379698,4767.23565,0.841710806
c104_21_100.txt,123,2057.360174,6.167779684,3424.958075,6.768543243,4015.455411,6.632014275,4807.193247,0.7294631
c104_21_25.txt,123,4138.884302,1.463462114,0,6.368965864,0,6.247477055,4235.73403,0.768224001
c104_21_25.txt,123,2762.978758,0.748674393,5999.13785,4.605479956,7487.747463,1.162530184,4790.096068,0.73920083
c104_21_25.txt,123,2260.444472,1.958016396,2919.245428,4.521698713,4783.622134,1.054739237,0,0.753637314
c104_21_25.txt,123,6013.601423,0.685394287,0,0.752417326,5902.610205,0.84617281,0,0.749644041
c104_21_25.txt,123,4748.347173,2.294297695,3619.721376,1.64890933,0,0.765656233,4134.595513,0.899321079
c104_21_25.txt,123,3058.511133,2.87183547,4480.184671,3.621066093,2943.337007,0.836494923,9709.858678,0.817036152
c104_21_25.txt,123,4785.700498,1.388421297,6099.222635,2.032863617,2413.819194,0.816264629,4160.969326,0.800762892
c104_21_25.txt,123,5915.977801,1.965824366,7158.863737,0.986908674,5985.352098,0.994186401,4772.995877,0.814152956
c104_21_25.txt,123,2257.006655,2.651763201,2285.880845,1.433203697,0,0.71866703,0,1.968207598
c104_21_25.txt,123,1706.235802,0.932968855,4729.976326,1.284969568,0,0.788148642,0,1.93943882
c104_21_50.txt,123,1870.867414,2.188604593,4756.382319,3.802684069,6005.505932,0.829159021,0,2.04484868
c104_21_50.txt,123,4226.120134,2.29539156,4995.543353,2.300922871,0,1.825829268,0,1.874423027
c104_21_50.txt,123,6326.902949,1.860950232,0,2.300512791,3332.109337,2.000059843,3823.339609,2.093086243
c104_21_50.txt,123,0,2.606702566,0,2.716943264,0,1.944001436,5633.693779,1.975848913
c104_21_50.txt,123,2129.375401,1.801829815,0,1.903708935,1840.241651,1.956524849,0,1.879840612
c104_21_50.txt,123,2220.651851,2.325929403,6999.575429,1.94873023,1576.391274,2.010880947,2115.720623,2.078397751
c104_21_50.txt,123,0,2.109427214,0,1.90803647,0,2.19634676,0,1.860302687
c104_21_50.txt,123,0,2.111351013,0,2.221443415,3994.365129,2.040440559,0,1.817192316
c104_21_50.txt,123,0,1.745219469,0,2.19048357,0,1.867383718,9893.588655,9.369274139
c104_21_50.txt,123,0,2.481628418,5239.71342,5.25483942,0,1.989759922,0,8.728402376
c105_21_100.txt,123,10565.18706,9.318067312,0,1.980306149,7815.160254,2.07211256,11951.3293,9.210208893
c105_21_100.txt,123,13235.72531,10.54444098,9710.516708,9.362549782,7727.290709,9.305556059,11200.61079,9.636217117
c105_21_100.txt,123,13285.97899,9.429270029,9118.33544,9.51110363,19191.81105,9.848002195,4224.026961,9.41716671
c105_21_100.txt,123,19041.47047,9.609648228,6850.176843,9.640012503,10316.18326,12.76473832,11718.25743,9.490364313
c105_21_100.txt,123,17956.48935,9.364137411,3267.830116,9.42548728,14862.17247,11.40348077,11639.37091,9.347792149
c105_21_100.txt,123,13364.43219,10.28422236,10747.80383,9.097158909,9187.249138,9.545883417,12310.33615,9.671692371
c105_21_100.txt,123,7552.544816,9.387109995,9423.226593,9.026784897,4501.688002,9.555631876,11620.83587,9.792053223
c105_21_100.txt,123,11643.20554,9.612057447,2500.772924,8.876435041,8447.68496,9.031784534,7634.999032,9.653348684
c105_21_100.txt,123,9227.827045,9.300183296,10233.06548,9.345161676,5627.222625,11.08069754,14409.7945,0.95018816
c105_21_100.txt,123,11838.39909,13.21331477,18726.50392,10.21087122,10194.9978,12.16790462,13029.36425,0.866672277
c105_21_25.txt,123,7242.543934,1.185213089,13529.3914,9.026540041,8875.77039,9.47015357,6814.03126,0.856321335
c105_21_25.txt,123,0,0.74911356,7678.9325,0.887325287,3710.181556,0.829876661,0,0.768107653
c105_21_25.txt,123,11469.69034,0.775734425,10416.05454,0.826146126,2244.510464,0.805789948,5002.075943,0.859621525
c105_21_25.txt,123,15723.8283,0.681628227,6028.912888,0.83469677,9235.969695,0.861641884,8571.026233,0.876630783
c105_21_25.txt,123,8300.851167,1.384971857,0,0.853144646,6987.495634,0.796839237,0,0.86425066
c105_21_25.txt,123,11933.76195,0.764116764,9450.1935,0.884355068,10010.3717,0.836362839,9934.142714,0.906387091
c105_21_25.txt,123,16975.85722,1.678264141,11756.35601,0.981157303,14482.17004,0.878639221,13435.04242,0.906399727
c105_21_25.txt,123,7098.610293,0.751496553,17378.25115,0.758648157,13264.86821,0.865182877,0,2.369781256
c105_21_25.txt,123,9122.092556,1.62629962,8809.210573,0.871654034,14541.07468,0.819797516,0,2.779030085
c105_21_25.txt,123,14505.14335,0.743652821,14608.89807,0.827924967,6588.180489,0.907337189,0,2.440111876
c105_21_50.txt,123,0,2.298599958,5008.674164,0.85212326,0,0.779768705,0,3.350516319
c105_21_50.txt,123,0,2.322358847,0,2.753520489,0,2.407357216,0,2.85410738
c105_21_50.txt,123,0,2.585070848,0,2.356518745,0,2.380537271,0,4.029045105
c105_21_50.txt,123,0,3.188583136,2378.122653,2.364978313,0,2.289485693,0,4.707734108
c105_21_50.txt,123,0,2.294239044,0,3.903073311,0,2.342201471,0,4.610849619
c105_21_50.txt,123,0,2.204809427,0,2.338869333,1190.162906,2.388703585,0,6.190606594
c105_21_50.txt,123,0,3.481162786,0,3.107881546,0,2.368408442,0,2.784240484
c105_21_50.txt,123,0,2.674849987,0,2.712609529,0,2.455793381,9129.717315,16.16936898
c105_21_50.txt,123,0,2.257897854,0,2.997357845,0,2.433504343,13331.46062,9.981677771
c105_21_50.txt,123,0,2.324059486,0,2.763888359,0,2.412650824,8347.287244,17.57583928
c106_21_100.txt,123,13477.80248,8.476255178,0,3.794998884,0,2.345585585,12300.75687,12.63916397
c106_21_100.txt,123,3675.7459,10.11294699,10445.45729,11.70741725,5913.578698,14.02476501,13644.7341,10.90616059
c106_21_100.txt,123,5694.603899,9.705844164,16878.91549,9.487630367,739.8809282,8.473747253,13572.957,13.22875547
c106_21_100.txt,123,6429.411123,16.94601703,9433.185862,8.563006163,5643.619351,10.69739199,3802.807868,8.047248363
c106_21_100.txt,123,14456.68272,8.331881762,10588.61163,11.09867525,5873.481094,8.397502661,4456.102079,8.975516081
c106_21_100.txt,123,8957.017915,8.423306942,8197.863939,10.91548562,12419.91987,10.94724131,8037.50918,20.82970667
c106_21_100.txt,123,5026.325704,8.605819225,8341.385383,15.13732767,13634.55558,10.39072013,11927.14528,9.258779526
c106_21_100.txt,123,5909.882315,14.72217202,4734.2243,8.888216257,4927.847253,8.010247946,8028.633408,0.837145805
c106_21_100.txt,123,8463.237638,8.353426933,7554.227013,8.829479218,4734.284701,8.242723227,9234.729972,0.80300808
c106_21_100.txt,123,4527.489048,8.411753416,4708.899606,9.932449818,7158.275772,8.182335138,8727.272987,0.872702599
c106_21_25.txt,123,12248.97669,0.752677917,10105.30758,8.844708681,11582.77694,8.53528142,3633.044854,0.823138952
c106_21_25.txt,123,4715.847336,0.941542387,0,0.772706032,5102.95693,0.778120279,10195.13104,0.873703241
c106_21_25.txt,123,3011.554423,0.754147291,5908.624556,0.790631771,6913.300524,0.831851959,7302.320666,0.79878068
c106_21_25.txt,123,4726.299413,0.741735935,200.5270705,0.79315877,3568.648298,0.774131536,4385.650844,0.75414896
c106_21_25.txt,123,10190.75869,0.730337381,4323.058952,0.737130404,5072.092483,0.779732704,5864.546969,0.753627539
c106_21_25.txt,123,7889.752491,0.709350109,11640.71027,0.738544464,0,0.792631865,5810.293579,0.737391472
c106_21_25.txt,123,9947.803531,0.762650967,3560.240104,0.851298809,4723.53088,0.981902599,4773.609797,0.779629946
c106_21_25.txt,123,0,0.679186821,4741.418505,0.790159941,5299.040188,1.060211658,7019.255831,2.888762236
c106_21_25.txt,123,2458.190773,0.685612679,5933.748846,0.764786959,6904.384332,0.725197315,4990.496571,3.706675291
c106_21_25.txt,123,0,0.667089462,13841.77676,0.844487667,0,0.794654369,5755.141362,7.477303505
c106_21_50.txt,123,3381.291689,8.605501175,3710.425544,1.304232597,9019.5445,0.796685696,6722.922943,4.540605783
c106_21_50.txt,123,4751.796765,2.520111799,7698.995853,2.671604395,5045.465238,2.985528946,3518.627228,4.86296916
c106_21_50.txt,123,9208.304482,3.969296694,5618.503628,2.699752808,6456.412781,2.897408009,2808.415557,3.592047453
c106_21_50.txt,123,3363.288107,2.662153244,3829.557489,2.657487154,2487.423419,2.518947124,12659.02451,4.273483753
c106_21_50.txt,123,4024.315997,4.116250992,5344.555694,2.567923307,4057.674338,2.679497957,2417.566728,2.949404955
c106_21_50.txt,123,6569.646219,2.474122286,7305.75694,4.261348724,7697.453429,2.401798725,3115.828783,7.928775311
c106_21_50.txt,123,5602.05244,2.473488808,2955.303687,2.573633671,4371.553198,2.525549889,2271.337943,2.893908978
c106_21_50.txt,123,4669.346566,2.844015837,7037.843516,2.597447872,5775.0014,2.474575996,8906.300269,8.580478907
c106_21_50.txt,123,9543.579262,3.425091505,3516.488689,2.442899704,1937.263292,2.587442875,22008.5561,8.972423315
c106_21_50.txt,123,5117.741124,2.52988863,10435.95037,4.535710096,7029.051275,2.462491512,8628.834993,8.479726791
c107_21_100.txt,123,10996.97586,12.24308038,4252.438575,2.604080439,2526.131806,2.511570454,20085.62243,12.688375
c107_21_100.txt,123,17485.1169,8.99966526,11344.27662,8.719864368,9529.242937,8.626723528,7739.913814,8.964079618
c107_21_100.txt,123,4772.366458,8.387486696,7133.023762,9.218430042,9077.050293,8.787875414,8447.173035,12.58298922
c107_21_100.txt,123,7199.037766,10.49139071,6238.13107,8.530325174,9321.67901,8.947156429,9555.326138,8.824695826
c107_21_100.txt,123,15498.05818,8.133791447,16808.43262,8.683261395,6197.665171,8.529554605,6924.374085,8.60838604
c107_21_100.txt,123,3849.773262,8.797249079,2973.684776,8.867895603,7357.069495,8.735715389,4439.051288,8.721342802
c107_21_100.txt,123,8601.678165,9.774306059,8316.827582,8.702844143,10346.90682,8.079849243,897.4514882,8.387508869
c107_21_100.txt,123,1371.849949,8.228103161,12786.56938,9.001214743,9647.805727,8.743727207,0,0.754769325
c107_21_100.txt,123,2854.79893,8.251600742,12907.39442,9.187878847,6919.070857,8.521620989,4498.470069,0.979144096
c107_21_100.txt,123,9277.536239,9.65220499,14109.56745,8.982429028,10253.53634,11.39126062,0,1.012221098
c107_21_25.txt,123,0,0.884149075,5464.505946,8.600741625,3046.761644,8.349587917,772.6995193,0.986157656
c107_21_25.txt,123,4472.676852,0.897324085,0,0.952209949,6470.096496,0.796112776,0,0.769879341
c107_21_25.txt,123,0,1.085721254,0,0.991539717,0,0.959652424,0,0.986154795
c107_21_25.txt,123,3332.250067,0.735627413,4642.093647,1.13570118,0,0.744778872,0,0.747658253
c107_21_25.txt,123,0,1.099170208,0,0.970162392,0,0.760110617,0,0.991751671
c107_21_25.txt,123,0,0.893618584,1393.344303,1.202699423,0,0.770960093,0,0.762747049
c107_21_25.txt,123,0,1.076982975,194.339437,1.426282406,5709.462405,0.754132986,6708.970729,1.01117754
c107_21_25.txt,123,4298.476801,0.912688971,5605.081457,1.025738001,6396.499861,0.778875828,3910.95231,4.225112438
c107_21_25.txt,123,0,0.670635462,0,1.152659416,0,0.977662086,1859.662879,4.182850838
c107_21_25.txt,123,0,0.858920336,344.5836508,0.965149641,4474.678547,0.826136827,0,2.954383135
c107_21_50.txt,123,8117.141255,2.496384621,0,1.169334412,0,0.776124477,3559.273069,3.384276152
c107_21_50.txt,123,2550.085815,3.565692902,7133.927358,2.542435169,4783.574398,3.610057116,3821.41843,4.657656431
c107_21_50.txt,123,6150.778463,3.795600891,12403.80723,3.552153826,8188.460981,3.059444427,0,3.33258009
c107_21_50.txt,123,7044.27802,4.220836401,0,2.61047554,4577.736182,2.680580139,511.2893436,3.496885777
c107_21_50.txt,123,8666.287378,4.292794466,0,2.659865379,5905.327968,2.645698786,4777.123208,2.595521688
c107_21_50.txt,123,9393.472003,2.506969929,3876.773345,2.641037941,3557.936112,2.675191641,5448.084518,4.150109291
c107_21_50.txt,123,4688.811465,2.561781168,14596.71925,3.110448599,4203.540291,3.424426079,3621.244699,3.046817303
c107_21_50.txt,123,0,2.538657427,8133.783186,2.589378357,0,2.659424305,0,7.702247858
c107_21_50.txt,123,0,2.427085161,3876.476945,3.340368032,0,3.432593584,7344.557592,8.200873613
c107_21_50.txt,123,0,2.476486683,4221.126359,2.604398251,0,3.380193949,0,7.71854353
c108_21_100.txt,123,6423.107538,8.129932642,11433.39633,2.644959688,3585.324774,3.092689991,0,7.845533133
c108_21_100.txt,123,0,7.548113585,8280.52489,12.40574908,0,7.625752926,6855.527456,8.133392334
c108_21_100.txt,123,5275.391826,10.82377648,0,7.900261641,9300.421576,9.922319412,0,7.635125399
c108_21_100.txt,123,0,7.539675474,0,7.824102879,0,7.771048546,0,7.912542343
c108_21_100.txt,123,0,8.166082859,0,7.680633783,0,7.813769102,4944.486754,8.022830009
c108_21_100.txt,123,0,7.625353813,0,7.715796232,6379.680489,7.97715807,8324.911261,9.664749384
c108_21_100.txt,123,0,9.702323437,0,8.02003336,6642.803472,8.018866539,8596.641846,8.363708496
c108_21_100.txt,123,7565.724019,9.081300974,10353.49521,8.061733484,6614.333536,12.55282998,4656.868247,0.843001366
c108_21_100.txt,123,0,7.594248295,5364.426609,8.30120635,0,7.836123705,14438.31868,0.917165756
c108_21_100.txt,123,10953.60619,8.093776941,0,7.785896778,4665.569723,7.926904678,13387.41658,0.838248968
c108_21_25.txt,123,11163.41337,0.844634771,5377.238653,12.18392992,3369.103013,7.990388155,8401.559072,0.807118416
c108_21_25.txt,123,13166.89668,0.716594219,5552.226658,0.834121466,0,0.843822479,4542.862601,0.845133305
c108_21_25.txt,123,11655.89499,0.775611877,0,0.884484529,0,0.803649426,7871.43386,0.96629858
c108_21_25.txt,123,0,0.741589546,1662.148353,0.858647108,0,0.878688574,15693.12162,0.861633778
c108_21_25.txt,123,11930.18602,1.044707298,0,0.777591467,4205.001157,0.831867695,6429.107053,0.947705507
c108_21_25.txt,123,5875.398555,0.853134394,10182.90544,0.914217949,0,0.890131235,8189.537859,1.281702518
c108_21_25.txt,123,0,0.758119822,13959.35033,1.913314581,8949.728852,0.868638515,4542.862601,0.834130049
c108_21_25.txt,123,0,0.721618891,0,0.860141516,0,0.825717211,4840.819724,2.762044668
c108_21_25.txt,123,13182.52524,2.24944973,10329.79314,0.853252411,4205.001157,0.823456526,0,5.91359663
c108_21_25.txt,123,12062.87815,0.793967485,0,0.855901718,13729.07493,0.867148399,0,2.362778902
c108_21_50.txt,123,0,2.309625864,7146.50739,0.875935793,0,0.823697329,8937.477472,2.563326836
c108_21_50.txt,123,3153.952015,2.343973875,0,3.118165731,0,2.518865824,4966.785784,2.44806695
c108_21_50.txt,123,7385.529131,2.376210213,9224.916641,2.566489697,2724.11831,2.434261322,0,2.435866117
c108_21_50.txt,123,3151.096308,2.289262533,11592.82253,4.85348773,7616.627306,2.409080267,6416.871016,2.410888433
c108_21_50.txt,123,0,2.660083055,5933.72101,4.471601486,13125.20268,3.427794695,1792.856564,2.456381798
c108_21_50.txt,123,8177.182774,2.368447065,8263.71962,3.708231688,7135.569683,3.5346663,3437.833887,2.368887901
c108_21_50.txt,123,0,2.376904488,13339.26757,3.877986908,8121.378716,2.53096056,0,2.732100487
c108_21_50.txt,123,0,2.241517782,8086.62012,2.428488731,8269.262611,2.421063185,7063.550167,7.548691034
c108_21_50.txt,123,11914.30229,2.341436148,8842.800588,2.528897524,3235.487001,3.419699192,0,7.108225584
c108_21_50.txt,123,8344.212969,5.256215096,2759.919485,2.417584181,2913.055855,3.026792049,7129.690995,7.725404501
c109_21_100.txt,123,9208.467959,8.475708961,1470.068105,2.469613791,10578.37935,2.737560987,4073.4056,7.296182871
c109_21_100.txt,123,6464.960363,8.443711281,0,7.032221079,9780.575444,7.759694815,0,7.408217669
c109_21_100.txt,123,7345.104724,7.289520025,9140.724359,7.958307266,0,7.170354843,0,6.973302364
c109_21_100.txt,123,6202.019598,7.365595579,0,7.895293713,4271.30674,8.156814814,0,7.232731819
c109_21_100.txt,123,7061.141384,7.518332005,4218.287414,7.212233305,10072.76375,8.262081146,2910.42678,7.319710732
c109_21_100.txt,123,0,7.258524895,0,7.715104103,0,7.142438173,0,7.250692129
c109_21_100.txt,123,0,7.654244423,0,6.922291756,10421.84911,8.170212269,5054.255435,7.638316154
c109_21_100.txt,123,3310.151991,7.075433731,0,7.06338191,2475.361209,8.024577141,7768.389618,0.940174818
c109_21_100.txt,123,0,6.936624527,0,7.978554964,2943.454085,7.148295403,6711.854758,0.908395767
